0.262300014	0.50940001	0.203400001	2.49E-02	0.00E+00	0	32.3717003	14.7083998	6.68839979	2.4842999	0.00E+00
0.524600029	1.01880002	0.406800002	4.98E-02	0.00E+00	0	32.3717003	14.7083998	6.68839979	2.4842999	0.00E+00
5.18E-02	0.957799971	0.734799981	1.08169997	0.173999995	0	533.921997	245.845001	10.1830997	4.43639994	1.50310004
0.463400006	1.55920005	0.76849997	1.06229997	0.147	0	185.856003	104.600998	4.85890007	2.19320011	0.764100015
0.904600024	1.98220003	0.227899998	1.48730004	0.397899985	0	104.960999	46.0191002	8.98729992	1.96739995	0.6778
0.756799996	2.55110002	0.7051	1.4605	0.526300013	0	82.2385025	31.7282009	11.9470997	1.46370006	0.514999986
0.907000005	2.89720011	1.16589999	1.55260003	0.476900011	0	64.1555023	20.8507004	7.75759983	1.03349996	0.351599991
0.8847	3.21889997	1.79900002	1.55379999	0.54339999	0	52.0063019	16.4487	6.59579992	0.814300001	0.281500012
0.975600004	3.51009989	2.35610008	1.58959997	0.58829999	0	41.7193985	12.7747002	5.29449987	0.647000015	0.225400001
1.15439999	3.8032999	2.80850005	1.66470003	0.568700016	0	34.2566986	9.76720047	4.0374999	0.525600016	0.180000007
1.02429998	2.0704	5.31969976	1.52139997	1.06369996	0	293.411011	15.2372999	4.46969986	0.624599993	0.192200005
2.00489998	1.94490004	5.42910004	1.63150001	0.988799989	0	178.983002	11.2433004	3.42720008	0.490700006	0.154200003
2.6789999	1.23360002	5.93580008	1.66219997	1.4835	0	121.362999	16.0727997	3.26320004	0.661599994	0.158600003
2.1006	2.2025001	5.30630016	2.51620007	1.87160003	0	116.957001	34.776001	3.32150006	0.993300021	0.155300006
1.89359999	3.37820005	5.37519979	2.49419999	1.85640001	0	108.032997	26.6585999	2.68650007	0.797299981	0.133300006
2.0717001	4.20230007	5.68830013	2.26230001	1.77349997	0	86.7210999	21.4573994	2.12549996	0.588199973	0.112800002
2.12210011	5.09049988	5.68849993	2.2809	1.81640005	0	73.8395004	17.9755993	1.80369997	0.516200006	0.1008
2.17779994	5.97910023	5.6104002	2.3441999	1.88730001	0	65.6186981	14.4379997	1.56110001	0.471599996	9.14E-02
1.08630002	2.85619998	5.66160011	6.7809	2.61450005	0	425.473999	35.7248993	9.32610035	1.02059996	0.103600003
2.05539989	2.72510004	5.91039991	6.71710014	2.59159994	0	289.862	28.7189999	7.47879982	0.864400029	9.20E-02
2.16079998	2.95449996	6.51249981	6.77449989	2.59689999	0	251.386993	26.8528004	6.42379999	0.761600018	8.31E-02
2.19829988	3.22819996	7.06489992	6.88320017	2.6243	0	226.968002	24.9305992	5.62130022	0.686500013	7.58E-02
2.23990011	3.43479991	7.64120007	7.02699995	2.6558001	0	206.399002	22.9025993	4.93660021	0.62559998	6.97E-02
1.58930004	3.66919994	8.72490025	7.29129982	2.72259998	0	196.584	25.2663002	4.58479977	0.587599993	6.50E-02
2.31559992	3.7420001	8.82409954	7.38110018	2.7355001	0	174.656006	19.5879002	3.88960004	0.532599986	5.97E-02
2.31410003	3.97289991	9.26239967	7.50829983	2.94039989	0	164.104004	18.2898006	3.5861001	0.515500009	5.97E-02
2.36360002	4.41879988	9.73499966	7.68720007	2.79270005	0	151.337006	16.0769997	3.14450002	0.455300003	5.14E-02
2.41739988	4.70760012	10.2289	7.83570004	2.80710006	0	139.962997	14.5797005	2.81419992	0.420300007	4.76E-02
1.75320005	4.81669998	11.2835999	8.24600029	2.89429998	0	127.250999	16.9193993	2.74580002	0.407599986	4.54E-02
2.44740009	5.1079998	11.4406996	8.17910004	2.8211	0	125.083	12.8443003	2.31220007	0.360500008	4.10E-02
3.03600001	5.17600012	11.6691999	8.29399967	2.81480002	0	104.577003	11.2803001	2.06629992	0.331400007	3.80E-02
3.47950006	5.23059988	11.9323997	8.50629997	2.83879995	0	87.5304031	10.8491001	1.90600002	0.310699999	3.56E-02
3.33850002	5.62290001	12.2448997	8.86680031	2.9138	0	82.4878998	12.0723	1.83169997	0.299600005	3.41E-02
3.53329992	5.96439981	12.4403	9.12119961	2.9289	0	73.4400024	12.2369003	1.71510005	0.282400012	3.18E-02
3.48979998	6.56409979	12.5318003	9.38770008	3.01699996	0	68.5438004	12.5939999	1.62349999	0.271200001	3.08E-02
3.05979991	7.66709995	12.5852003	9.61680031	3.06469989	0	70.8068008	12.6449003	1.523	0.257699996	2.94E-02
2.37700009	8.66049957	12.5728998	10.1506996	3.20830011	0	178.867004	13.9200001	1.52240002	0.256700009	2.89E-02
3.07399988	8.83440018	12.5144997	10.3128996	3.24329996	0	210.802994	12.3783998	1.41480005	0.242400005	2.75E-02
3.5086	9.25739956	12.4296999	10.4961996	3.28399992	0	177.423004	11.0509005	1.32420003	0.230000004	2.63E-02
3.84360003	9.69799995	12.3352003	10.7459002	3.34929991	0	152.274002	10.0160999	1.26100004	0.220599994	2.54E-02
3.75189996	10.5738001	12.2250996	10.9744997	3.44250011	0	117.447998	8.99750042	1.20439994	0.212699994	2.48E-02
3.95670009	11.1227999	12.1674004	11.2327995	3.48569989	0	105.18	8.07540035	1.15509999	0.203799993	2.37E-02
4.33169985	10.7065001	12.1316004	12.0686998	3.72959995	0	115.939003	7.9151001	1.27690005	0.210500002	2.40E-02
4.73080015	12.0615997	11.9366999	11.6021004	3.62249994	0	77.6118011	6.46670008	1.0431	0.187700003	2.23E-02
4.8744998	12.2804003	12.0132999	12.0244999	3.7592001	0	71.5772018	6.17010021	1.0589	0.185299993	2.20E-02
5.4847002	13.7150002	11.6608	11.4708996	3.65450001	0	53.2508011	4.93289995	0.857500017	0.1655	2.06E-02
5.34899998	13.4126997	11.9401999	12.3200998	3.92050004	0	58.966301	5.05480003	0.968400002	0.171499997	2.10E-02
4.5223999	9.62819958	14.9509001	14.2066002	4.65630007	0	87.3897018	7.71190023	1.58200002	0.203600004	0.233999997
4.7031002	8.2361002	16.4206009	14.6608	4.94929981	0	89.2096024	8.99650002	1.72290003	0.206200004	2.38E-02
4.9677	7.48729992	17.4267998	14.9229002	5.16779995	0	83.2133026	10.1129999	1.76049995	0.2042	2.37E-02
4.60010004	7.43989992	18.3474998	15.1777	5.40959978	0	62.507	12.5902004	1.79059994	0.202900007	2.38E-02
4.56710005	7.71780014	18.8337994	15.2844	5.57690001	0	79.7245026	13.8028002	1.74109995	0.197600007	0.234999999
4.31470013	8.37279987	19.1961002	15.3645	5.73649979	0	78.6996002	14.9420996	1.67949998	0.192100003	2.32E-02
3.4467001	19.4724007	9.74730015	15.4209995	5.90339994	0	88.3050003	1.61310005	16.1669006	0.186900005	2.29E-02
2.57509995	19.7180996	11.0137997	15.5312004	6.13740015	0	224.598007	1.57219994	17.7908001	0.184499994	2.29E-02
3.24769998	19.7824001	11.2142	15.4790001	6.26020002	0	266.592987	1.47580004	16.2709999	0.177499995	2.25E-02
3.66829991	11.7149	19.8076992	15.4014997	6.38600016	0	224.725998	14.7472	1.38230002	0.1708	2.22E-02
3.72180009	12.0075998	20.1924992	15.4540005	6.59959984	0	212.565994	14.0417004	1.32720006	0.168099999	2.21E-02
3.62870002	11.9193001	20.8822994	15.6424999	6.89709997	0	208.102997	13.8486004	1.30250001	0.169	2.22E-02
3.72289991	12.0836	21.2663994	15.7405005	7.15210009	0	194.998001	13.2282	1.25730002	0.167699993	2.22E-02
3.80089998	12.2545996	21.6280994	15.8659	7.41260004	0	184.339996	12.6793003	1.21389997	0.166899994	2.22E-02
3.85330009	12.3520002	22.0135994	16.0323009	7.70819998	0	176.391998	12.2877998	1.18099999	0.167199999	2.23E-02
3.92339993	12.4961004	22.3132992	16.2152004	8.0085001	0	167.815994	11.8294001	1.14330006	0.167600006	2.24E-02
4.11000013	13.0008001	22.2961998	16.2936993	8.25940037	0	160.858994	11.0492001	1.09140003	0.165900007	2.23E-02
4.15889978	13.2196999	22.4626999	16.5328999	8.58419991	0	155.186005	10.6407003	1.06669998	0.167400002	2.24E-02
4.04150009	13.1037998	22.8132	17.0065994	8.98490047	0	150.057999	20.6511002	1.07079995	0.172299996	2.27E-02
4.0619998	13.2131996	22.9351006	17.3999004	9.33880043	0	145.975998	10.3971996	1.05690002	0.1752	2.28E-02
4.08150005	13.3282003	22.9864998	17.8547993	9.6967001	0	142.072006	10.1525002	1.0438	0.178499997	2.29E-02
4.74160004	13.2875004	23.1429005	17.9214993	9.89350033	0	100.169998	9.06760025	0.983299971	0.175300002	2.27E-02
4.1013999	13.4586	22.9675007	18.9997997	10.4188004	0	135.832993	9.8125	1.02900004	0.186000004	2.31E-02
4.32609987	13.8638	22.6991997	19.3649006	10.6985998	0	133.360001	9.16639996	0.995100021	0.186100006	2.30E-02
4.57590008	14.3291998	22.3740997	19.7026997	10.9720001	0	124.500999	8.51949978	0.959900022	0.185699999	2.29E-02
4.74160004	14.9284	22.0214005	20.0289993	11.2347002	0	117.648003	7.90700006	0.925000012	0.185000002	2.27E-02
4.84229994	15.6421003	21.6700993	20.3206997	11.4816999	0	112.694	7.35510015	0.889199972	0.183699995	2.26E-02
5.00150013	16.3873997	21.3262997	20.5247002	11.7163	0	106.000999	6.7592001	0.849099994	0.181700006	2.24E-02
5.36299992	17.5065994	23.3197002	20.9424992	8.81579971	0	93.6155014	6.05690002	0.715600014	0.1373	1.27E-02
5.0953002	15.4321003	15.5923996	26.5617008	14.2784004	0	98.2593994	6.94630003	1.255	0.25999999	2.42E-02
5.64510012	18.8015003	20.6881008	20.5265999	12.2868004	0	69.2677002	5.31269979	0.710699975	0.170200005	2.16E-02
